Artist,Tags
POSTDATA,"pop, seen live, Canadian, rock, folk, indie rock, wintersleep, spanish, indie, alternative, indie pop, canada, acoustic, Lo-Fi, chamber pop, post-punk, baroque pop, Post punk, folk rock, indie folk, folk pop, 00s, canadian indie, check out, 1987, venezuela, Slow-coustic, seen live 2010, Juan Carlos Ballesta, bandas venezolanas, Less than 30000"
Sonntag,"indie pop, industrial, chamber pop, indie folk, minimal synth, wisconsin, phox, indie, folk, twee pop, ebm, folk pop, chicago, diy, coldwave, minimal wave, spring, Midwest, madison, baraboo, Pop Folk, music i tried but didnt like, floral, fem vocal goth"
Minor Moon,"indie, alternative, folk, indie rock, sofar sounds"
Laura Stevenson,"seen live, folk, indie rock, indie folk, indie, singer-songwriter, female vocalists, acoustic, USA, new york, indie pop, folk rock, american, folk pop, alternative, alternative rock, power pop, Mellow, Alt-country, folk punk, Singer/Songwriter, 10s, 2010s, United States, northern irish, jortscore, gledal, bubblegrunge, live 2012, cool ladies, 2020s, butra pjeva, location:us:ny:new york, female folkie, 4-25, seen by HanYolers"
Michael Logozar,"piano, new age, instrumental, classic, canada, Canadian, Melodic Death Metal, under 2000 listeners, 4 Stars, contemporary instrumental, solo piano, spotify, m logozar"
Saint Motel,"indie, indie rock, seen live, indie pop, american, los angeles, hard-pop, rock, pop, alternative, power pop, USA, sxsw 2010, California, male vocalists, alternative rock, glam, 10s, All, electronic, Hard, prog, pop rock, dance-pop, funk, Awesome, Retro, seenlive, Like, synthpop, garage, powerpop, Favorite, friends, amazing radio, sxsw 2011, sxsw 2012, glam pop, sxsw2012, retrowave, synthwave, saint, indiepop - us, cool finds, motel, the obligatory seen live tag, seeing live, party indie, los angeles CA, Saint Motel, Elegante Sport, a lil birdy told me x, local Los Angeles"
Moonroof,fervor
Rissi Palmer,"country, female vocalist, 00s country, country pop, female vocalists, different, female, Female country, country music television, black country musicians, pop, sexy, singer-songwriter, Fusion, american, bluegrass, underrated, modern country, 00s, popular, investigate further, i love this, iPod, country women, s, afropunk, CMT, black country, country ladies, chart breaker, star search, country girl, Risse, female is a stupid tag, met from rockyou, cool singer ever"
Big Red Machine,"folktronica, folk, indie rock, seen live, indie pop, USA, indie, alternative rock, pop rock, american, folk rock, indie folk, male vocalists, want to see live, 10s, 2010s, 3-5, music to violently masturbate to, kentsimbtemp, yandex music, eau claire indie"
Sean Sison,"Hip-Hop, electronic, electronica, pop, dance, trap, electro dance"
L.A. Exes,"indie rock, Garage Rock"
Supertentacles,"indie, pop, indie pop, pop rock, indietronica, summer, diy, milwaukee, wisconsin"
Cassandra Jenkins,"seen live, folk, singer-songwriter, indie, Sophisti-Pop, USA, indie rock, ambient pop, american, Alt-country, indie folk, chamber folk, pop, indie pop, female vocalists, contemporary folk, Brooklyn, 3, Mellow, Alternative Folk, 2010s, United States, All, art pop, wanna see live, bookmarks, sophisti pop, 2020s, saw live 2022"
Communions,"post-punk, indie rock, indie, denmark, rock, danish, indie pop, new wave, jangle pop, shoegaze, Post-punk revival, Post punk, dream pop, copenhagen, neo-post-punk, posh isolation, New way of danish fuck you, seen live, pop rock, Lo-Fi, melodic, ethereal, male vocalists, check later, guitar pop, 10s, garage pop, jangly, Artists I have seen Live, danish post-punk, trollerier, androgynous vocals"
Diet Cig,"indie pop, seen live, indie, indie rock, pop punk, USA, punk, emo, pop rock, punk rock, new york, female vocalists, power pop, american, pop, rock, alternative, alternative rock, twee, twee pop, singer-songwriter, Lo-Fi, jangle pop, art rock, female vocalist, 4, post-grunge, Garage Punk, 5 Stars, yes, 10s, 2010s, us, All, bedroom pop, emo-pop, confessional, emo pop, spotify, indie punk, Bagel, Grunge Pop, bubblegrunge, 2020s, artists to check, sxsw 2017, kentsimbtemp, yandex music, Art and Progressive Pop, Confessional Lyrics"
Blushh,"indie rock, indie, rock, alternative, alternative rock, USA, punk rock, female vocal"
Kacey Musgraves,"country, female vocalists, singer-songwriter, seen live, pop, country pop, contemporary country, american, americana, texas country, Female country, acoustic, folk, USA, Country-Pop, soft rock, dream pop, female vocalist, alternative country, folk pop, texas, 10s, 2010s, female, sexy, outlaw country, sweet, indie country, booba, mercury nashville, spanish, jazz, rock, indie pop, sad, favorites, Love, christmas, dance-pop, Contemporary, psychedelic pop, guitar, Energetic, Searching, Reflective, Passionate, literate, Alt-country, new, melancholy, cheerful, organic, soft, intense, Confident, emotional, Confrontational, earnest, Uncompromising, dramatic, Rousing, Bittersweet, introspection, reflection, somber, intimate, earthy, fun, indie folk, underrated, great lyrics, singer songwriter, cowboy, yearning, warm, western, Nashville, drinking, english, poignant, road trip, female singers, Playful, heartache, partying, Solitude, breakup, sensual, autumn, divorce, Neo-Psychedelia, sexual, female singer-songwriters, Feel Good Music, brooding, lush, texan, real, Feeling Blue, grammy winner"
Lydia Luce,"folk, singer-songwriter, female vocalists, american, americana"
Craig Finn,"seen live, rock, singer-songwriter, alternative, Alt-country, seen live 2012, indie, Minnesota, folk, USA, american, blues rock, Minneapolis, twin cities, indie rock, male vocalists, great lyrics, alternative country, Singer/Songwriter, All, luisterpaal, relevant magazine, the hold steady, deaf, I love you baby can I have some more, 3 times, temp1, kentsimbtemp"
Jet,"rock, alternative, alternative rock, indie, indie rock, seen live, australian, Garage Rock, hard rock, Jet, classic rock, australia, punk, rock n roll, 00s, pop, britpop, Aussie, Rock and Roll, garage rock revival, punk rock, garage, male vocalists, pop rock, emo, melbourne, favorites"
deer scout,"Lo-Fi, indie folk, Philadelphia, USA, folk rock, folk pop"
Topaz Jones,"Hip-Hop, rap, soul, funk, seen live, hip hop, underground rap, underground hip-hop, american, hiphop, East Coast, underground, 2, east coast rap, new jersey, underground hiphop, east coast hip-hop, east coast hiphop, new jersey hip-hop, new jersey rap, new jersey hiphop"
Lucius,"seen live, indie, pop, folk, female vocalists, singer-songwriter, indie pop, virally female, american, Brooklyn, alternative, new york, indie rock, USA, folk rock, female vocalist, New York City, All, Disco, female, swedish, funk, Retro, girls, inspired, Like, indie folk, folk pop, 2013, 4, love at first listen, visual, Discoveries, misc, 10s, Girl, female fronted, ladies, thoughts, United States, geohash:dr5rkrcute9, variable, Miscellaneous, try, LADY, tactile, relevant magazine, bands i've seen live, harmony vocals, Look, names of people, livegezien, bands and artists seen live, noisetrade favorites, private:watchlist, non-verbal, heathers-like, finely tailored, impure thoughts, you might, completely lovely and beautiful, lookie lookie, A fashionable likeness of cylindrical awareness, FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS, kolob, you can, Planet Kolob, seen these bitches live holla, mime of charisma, female lady, lady female, filtered extremities, filtered extremity, this is something you can listen to, sometimes auditory, miscellaneous specificity, mixed-indie pop, generalities, specific generalities, a game of myself, unclean thoughts, i like to look, this is something you can look at, girl girls girls, no not blame"
Annie DiRusso,"seen live, indie pop, indie, indie rock, female vocalists, USA, pop rock, acoustic, american, folk rock, indie folk, folk pop, 4, 2010s, singer-songwritter, 2020s, yandex music"
Lykke Li,"indie pop, female vocalists, swedish, electronic, pop, seen live, indie, alternative, electronica, dream pop, singer-songwriter, scandinavian, chillout, electropop, Sweden, female vocalist, Swedish indie, indie rock, lykke li, female, chill, folk, 00s, art pop, experimental, world, 3, World Music, sunflower, Skitz0rz, uitluisteren artist, holloween skitz0rz, fav888, my dance room, trip-hop, downtempo, love at first listen, rock, ambient, electro, indietronica, dance, synthpop, alternative pop, indie electronic, folktronica, indie folk"
Michaela Slinger,"pop, indie pop, female vocalists, canada, Canadian, indie-pop"
Common Deer,"seen live, canada, Canadian, orchestral indie"
Flyte,"Progressive rock, symphonic prog, seen live, indie rock, rock, folk rock, male vocalists, NWOBHM, heavy metal, Female fronted metal, indie, pop, alternative, folk, indie pop, hard rock, UK, pop rock, england, dream pop, Progressive, Belgium, AOR, glam rock, indie folk, dutch, folk pop, belgian, lesser known yet streamable artists, New band of the day, melodic rock, 10s, obscure, United Kingdom, All, melodic hard rock, Canadian rock, uk metal, symphonic progressive, discoverunsigned, canadian aor, seen live - 1 time"
Plain White T's,"indie, rock, pop punk, alternative, seen live, emo, indie rock, alternative rock, pop, punk, pop rock, american, acoustic, plain white ts, punk rock, male vocalists, Pop-punk, Plain White T's, favorites, chicago, 00s, indie pop, Love, power pop, powerpop, Punk-Pop, soft rock, amazing, Pop-Rock, singer-songwriter, USA, fun, Illinois, soft"
Slothrust,"alternative rock, Grunge, alternative, post-grunge, rock, indie rock, female vocalists, indie, american, art rock, Garage Rock, garage, 10s, indie punk, bubblegrunge, seen live, indie pop, noise rock, power pop, USA, Stoner Rock, post-punk, noise pop, deep, pop punk, blues rock, female vocalist, art punk, queer, boston, under 2000 listeners, Power Trio, United States, riot grrl, experimental indie, bar rock, great live band, saw them live, Grunge Pop, slackercore, terry seen live, lgbtq, Slothrust, burgerrecords"
Indigo De Souza,"indie rock, singer-songwriter, seen live, indie, indie pop, USA, american, garage pop, bedroom pop, bubblegrunge, pop, female vocalists, asheville, slacker rock, 2020s, soul, Lo-Fi, Alt-country, North Carolina, electropop, rock, Grunge, alternative, alternative rock, power pop, pop rock, soft rock, funk, shoegaze, noise pop, brazilian, alternative pop, post-grunge, Funk Rock, 2010s, lo-fi indie rock, ep, United States, bedroom, alt-pop, art pop, indie punk, love pop, 3-5, ten million plays"
Thomas Dollbaum,"folk, indie folk"
Squirrel Flower,"Lo-Fi, indie folk, seen live, folk, dream pop, indie, indie rock, female vocalists, singer-songwriter, USA, 3, american, folk rock, folk pop, dreampop, boston, 2010s, polyvinyl, United States, Massachusetts, full time hobby, dream folk, 2020s, farm punk, prairie pop"
Anna Burch,"indie pop, indie, singer-songwriter, seen live, indie rock, indie folk, pop, female vocalists, USA, american, detroit, female vocalist, Bummer Pop, alternative, folk, sexy, acoustic, jangle pop, underrated, alternative pop, 4, Michigan, United States, detroit naicisum, kentsimbtemp2, yandex music"
Hundred Waters,"electronic, indie, seen live, indie pop, pop, electronica, dream pop, folk psicodelico, american, florida, folk, experimental, chillout, art pop, female vocalists, indietronica, folktronica, Florida Indie, ambient, USA, indie folk, chillwave, 10s, gainesville, alternative, indie rock, downtempo, psychedelic, alternative soul, All, trip-hop, electropop, chill, post-rock, electro, dance, acoustic, ambient pop, Experimental pop, shoegaze, groove, art rock, California, female vocalist, numbers, los angeles, to listen, american underground, seen live twice, seen live three times, fresh, indie electro, lo fi, Neo-Psychedelia, art, america, United States, SXSW 2013, geohash:djm2wtuz2sug, From: USA, experimental folk, contemporary rnb, important, bands ive seen, zz, nu-bluz, oon kayny kattomassa, future music, On the Radar, electronic-lounge, take a look at, absolute fave, Nu-Bluz Funky Grooves in the E-Lounge, USA underground, new bands 2012, electronic superhighway, fire and water, Mindblowing Live show, 3-5, prio3, tm: chill, tm: botd, on the to-do list, yet to try, yandex music"
Lyrical Harmonie,
NxWorries,"soul, Hip-Hop, hip hop, Neo-Soul, rap, seen live, rnb, Neo Soul, west coast hip hop, Lo-Fi, Psychedelic Soul, funk, american, nu soul, los angeles, Stones throw, All, SOUL RAP, Anderson .Paak, prog-r&b"
Cate Le Bon feat. Perfume Genius,
Dead Emerson,USA
Boban I Marco Markovic Orkesta,
The Apache Relay,"indie, Alt-country, Nashville, Recommended, kickasstic, pay attention, americana, seen live, rock, folk, country, alternative, indie pop, indie rock, acoustic, american, christian, folk rock, indie folk, pop, USA, pop rock, banjo, male vocalists, alternative country, 10s, sxsw 2011, sxsw 2012, SXSW 2014, All, listen, sxsw2011, merkliste, indie/folk"
PREP,"rnb, funk, indie pop, seen live, indie, british, UK, synth pop, england, smooth, synthpop, yacht rock, chillwave, United Kingdom, RandB, synth funk, Sophisti-Pop, yacht rock revival"
Anna Hauss,"soul, yandex music, upcoming album 2023"
Duval Timothy,"jazz, piano, electronic, jazz piano, instrumental, british, experimental, Hip-Hop, hip hop, jazz fusion, composer, european, United Kingdom, ambient piano"
Fiji 13,
Matt and Kim,"seen live, indie pop, indie, electronic, indie rock, dance, pop, power pop, american, new york, alternative, Brooklyn, rock, dance punk, electronica, fun, happy, 00s, powerpop, indietronica, catchy, Lo-Fi, punk, USA, duo, dance-punk, Energetic, bouncy, electropop, electro, synth pop, synthpop, love at first listen, experimental, happy pop, quirky, pop punk, male vocalists, dance party, music i secretly dance to"
Dylan Cartlidge,"soul, alternative, indie, hip hop, pop, british, rap, funk"
Maggie Rose,"country, female vocalists, metalcore, emo, emocore, country pop, contemporary country, alternative, folk, singer-songwriter, USA, female artists, Female country, rose, maggie, russian alternative, great discovery, www-emoradio-ru"
JulezJZ,"Hip-Hop, hip hop, rap, Unreleased"
Oh The Larceny,"alternative rock, indie, rock, alternative, indie rock, USA, Stomp Rock, stomp clap hey, dude perfect"
TV Girl,"indie pop, Lo-Fi, indie, chillwave, seen live, pop, san diego, american, dream pop, California, BIRP, Neo-Psychedelia, hypnagogic pop, USA, plunderphonics, trip hop, los angeles, lo fi, All, bedroom pop, hypnotic pop, tiktok, Hip-Hop, chillout, electronic, alternative, folk, synth pop, psychedelic pop, hypnotic, samples, male vocalists, indie-pop, 10s, 2010s, creative commons, indie dance, United States, geohash:9mudjgsfeyh0, psychodelic, surf pop, bedroom, Californian, 5432fun, poop, sample pop, North American, psycho-pop, in the chillwave family, over 1 million listeners, chanteurs, sampledelia, poptron, indieclash, 2020s, virgincore, radiated sounds, ten million plays, incelcore, something you could sing along to but wouldnt want to sing around your parents, upcoming album 2023, upcoming album 2024, kickthepj put me on, all the best musicians are from California"
Hamilton Leithauser,"seen live, indie, indie rock, singer-songwriter, rock, indie pop, USA, alternative, alternative rock, new york, guitar, american, Like, folk rock, indie folk, folk pop, 10s, United States, luisterpaal, alternative singer-songwriter, professor leithauser, kentsimbtemp2"
Richie Havens,"folk, singer-songwriter, acoustic, classic rock, rock, woodstock, folk rock, 60s, seen live, american, richie havens, guitar, male vocalists, new york, blues, 70s, folk-rock, jazz, USA, soul, gotanygoodmusic, Brooklyn, blues rock, woodstock 1969, classic, singer songwriter, acoustic guitar, All, halftoned singles club, spotify"
Domo Genesis,"Hip-Hop, ofwgkta, rap, swag, hip hop, underground hip-hop, alternative hip-hop, seen live, odd future, weed rap, american, California, west coast, los angeles, cloud rap, electronica, experimental, underground rap, underground hip hop, Jazz Hop, FUCKING AWESOME, experimental hip-hop, Stoner Rap, indie, singer-songwriter, USA, dark, Gangsta Rap, male vocalists, 00's, underground, alternative rap, 10s, Horrorcore, hardcore hip-hop, jazz-hop, witch house, West Coast Rap, United States, Hip Hop/Rap, underground hiphop, west coast hip-hop, oon kayny kattomassa, Hawthorne CA, in the witch house family, fuckawesome, pisces, underground-hip-hop, post-swag, Young Hip Hop, dickridery, swagness, blunt rap, could-rap, unknown rap"
Bic Runga,"female vocalists, singer-songwriter, New Zealand, pop, indie, Kiwi, seen live, alternative, female, female vocalist, rock, folk, indie pop, bic runga, Mellow, female singer-songwriter, acoustic, alternative pop, chillout, jazz, female artists, chill, nz, blues, sweet, vocal, NZ Music, soul, pop rock, slow, lounge, folk pop, singer-songwriters, Favourites, aotearoa, Sirens of Song, New Zealand music, something deep and fragile, alternative rock, emo, downtempo, Love, easy listening, vocal jazz, deep, melancholy, Adult Alternative, folk rock, newzealand, Pop-Rock, english, Female Voices, work, kgrl, female-vocalists, sleepy and comfortable hours, nz pop, nice vocals, recommend, Bloody Good, adult alternative-contemporary, i want to hear more from this artist, perfect singer-songwriters"
Daniel Caesar,"rnb, soul, Neo-Soul, Canadian, alternative rnb, canada, gospel, seen live, indie, hip hop, pop, experimental, singer-songwriter, Psychedelic Soul, funk, jazz funk, breaks, r&b, breakcore, toronto, Neo Soul, contemporary rnb, pop soul, over 1 million listeners, experimental rnb, Daniel caesar"
Alex the Astronaut,"australian, indie, folk, seen live, female vocalists, singer-songwriter, folktronica, indie folk, indie pop, indie rock, acoustic, folk-pop, dream pop, australia, female vocalist, queer, folk pop, sun and moon and stars and outer space, aussie pop, rock-indie folk, yandex music, 4-25, upcoming album 2024"
Someone Still Loves You Boris Yeltsin,"indie, indie pop, seen live, indie rock, Lo-Fi, pop, american, alternative, rock, Missouri, extraordinary band names, folk, USA, twee, Mellow, 00s, springfield, indie folk, to check out, going to make it big, male vocalists, someone still loves you boris yeltsin, alternative rock, pop rock, favorites, acoustic, happy, catchy, daytrotter"
Peace,"indie rock, indie, british, seen live, hardcore punk, hardcore, alternative, rock, birmingham, psychedelic, indie pop, UK, youth crew, punk, Straight Edge, england, english, electronic, alternative rock, rap, britpop, post-punk, funk, shoegaze, Garage Rock, Psychedelic Rock, straight edge hardcore, All, later, zambia, metal, soul, math rock, experimental, hard rock, doom metal, pop rock, Lo-Fi, modern, dream pop, american, arctic monkeys, Mellow, Indie-Rock, garage, male vocalist, 2013, Vancouver, New band of the day, check out, Funk Rock, Old school Hardcore, boys, 10s, amazing radio, Neo-Psychedelia, zaire, favs, Baltimore, bands, United Kingdom, artists, worcester, geohash:gcq2vmjgbqmt, wanted, neu, power electronics, 5432fun, idie, black power, tropicália, friends with, bbc sound of 2013, music i tried but didnt like, bands i've seen live, Brits, zamrock, Grunge Pop, smooth pop rock, Lowlands 2013, if this band doesnt get huge i will buy a hat and eat it, jebenica, southside 2013, take a look at, war and peace, DRC, Mainstream Alternative, B-town, Democratic Republic of Congo, anjos, democratic republic of the congo, 0413, 0613, congo kinshasa, Nog te checken, deadly people, Tramlines 2012, cores coloridas, pleasing to the eye, dark melodic indie techno"
Mila Webb,"indie pop, indie rock, female vocalists, 3-5, yandex music"
Clara Mann,"folk, seen live, bristol, indie folk, singer songwriter"
Ivy Wye,
Sophie Jamieson,"singer-songwriter, indie, acoustic, female vocalists, seen live, indie pop, indie folk, under 2000 listeners, Brooklands Radio, british, folk, guitar, Dreamy, england, dream pop, folk pop, United Kingdom, ocean, Waters, laura, Daughter, Sophie, the bedford, anglais, lucy rose, Wall, listen to at night, london folk scene, Johnny Flynn, harbour, dinah, marling, flying with anna, Jamieson"
ITE EEROLA,"finnish, folk, singer-songwriter, want to see live, finland, dream folk"
The Lostines,"country, americana, USA, countryish"
Reggie Bonds,
Childish Gambino,"Hip-Hop, rap, seen live, indie, hip hop, underground hip-hop, funk, american, rnb, soul, alternative hip-hop, pop, underground hip hop, alternative hip hop, alternative, Psychedelic Soul, alternative rap, donald glover, childish gambino, experimental, Neo-Soul, pop rap, USA, psychedelic, swag, hipster rap, electronic, underground, indie rap, underground rap, experimental hip hop, Dope, comedy, California, nerdcore, 2010s, hipster, hipster hop, west coast hip-hop, gambino, dance, male vocalists, experimental hip-hop, seen live x2, contemporary rnb, alternative rnb, derrick comedy"
Gum Country,"shoegaze, indie, indie rock, canada, Lo-Fi, Canadian"
Ten Fé,"indie, indie pop, electronic, british, UK, england, electronica, pop, indie rock, london, male vocalists, english, 10s, United Kingdom, All, smooth pop rock, poptron"
Alexi Murdoch,"singer-songwriter, folk, acoustic, indie, Mellow, british, alternative, Scottish, indie rock, indie folk, seen live, male vocalists, chill, alexi murdoch, rock, guitar, UK, folk rock, Acoustic Rock, the oc, english, chillout, indie pop, Soundtrack, london, songwriter, scotland, male vocalist, male singer-songwriters, alternative rock, folk-rock, melancholy, favorites, beautiful, relaxing, 00s"
SAULT,"soul, rnb, Neo-Soul, indie, pop, british, funk, gospel, alternative, experimental, United Kingdom, alternative rnb, electronic, jazz, female vocalists, minimal, afrobeat, Neo Soul, electronica, vocal, indie pop, dance, choral, post-punk, Psychedelic Soul, blues, Post punk, bass, drums, england, 3, american, poetry, soul jazz, samba, groovy, modern classical, rhythm and blues, Funk Rock, european, Avant Pop, britain, contemporary rnb, bookmarks, british soul, Great Britain, funktronica, afrofuturism, post funk, special-bands, Cleo Sol, kaleidoscopic sonic adventure, inflo, forever living originals"
Bleachers,"indie pop, seen live, indie, folk, power pop, pop, american, indie rock, synthpop, USA, new wave, rock, 2010s, alternative rock, pop rock, new jersey, Jack Antonoff, electropop, alternative, male vocalists, 10s, heartland rock, electronic, new york, folk rock, fun, indie folk, powerpop, folk pop, Pop-Rock, synth-pop, us, steel train, All, alt pop, 2020s, singer-songwriter, contemporary folk, synth pop, americana, soft rock, psychedelic pop, saxophone, New York City, las vegas, United States, sxsw 2015, bergen county, Scene, left-field pop, done, relevant magazine, new yorker, over 1 million listeners, pindie, Alternative-Indie Rock, heard on Indiefeed, new wave-post-punk revival, Weekend Tunes, bands from bands, lowlands 2015,  indie pop, kentsimbtemp, MusicLibrary, 20210213-J-Musiclist, 4-25, saw live 2021"
La Sera,"indie pop, Lo-Fi, female vocalists, indie, seen live, lo fi, indie rock, dream pop, pop, american, rock, alternative, twee, indie folk, USA, noise pop, los angeles, Dreamy, female vocalist, 2010s, folk, shoegaze, ethereal, California, wonderful, girl group, sxsw 2011, garage pop, All, surf pop, vivian girls, female, country, punk, twee pop, pop rock, solo, cute, jangle pop, cheerful, Like, Garage Rock, folk rock, vocal harmonies, psychedelic folk, alternative country, surf rock, 00s, female vocal, 4, love at first listen, 5 Stars, want to see live, female singer, check out, Female Voices, investigate further, 10s, girly, LA, Thanks, sxsw 2012, geohash:9q5ctnsgxk11, c86, CA, Stunning, explore, rock'n'roll, spotify, BIRP, Music to download, newbreed, hazy beach, vu en concert, los angeles CA, rather good stuff, in the chillwave family, Katy Goodman, Kickball Katy, Top Artist 2012, ex-coworker, non-italians with italian names, the dish and the spoon, unknown but interesting, bandsseenlive, Frankie Rose And The Outs, Keep the Fate, KraftKlub, thedishthespoon, reverby, vivian girls related, rocksmithcore, My mouth tastes like wood and dirt, lo nuevo, so friendly in person, FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS, lo if, 60 70s indie insp pop, chill-surf, burgerrecords"
Ayoni,"barbados, barbadian, seen live, soul, rnb, los angeles, bajan"
Jay Prince,"Hip-Hop, electronic, jazz, british, seen live, soul, rap, UK, rnb, trap, jazz rap, -, jazz hip-hop, Jay Prince"
Ben Folds,"singer-songwriter, seen live, indie, piano rock, alternative, rock, piano, indie rock, pop, ben folds, american, alternative rock, favorites, male vocalists, indie pop, acoustic, Mellow, power pop, North Carolina, folk, emo, Awesome, Favorite Artists, pop rock, Favorite, chill, jazz, chillout, Love, 00s, piano pop, USA, 90s, genius, amazing, funny, quirky, witty, Nerd Rock, Great Lyricists, geek rock, classic rock, fun, male vocalist, punk, comedy, cool, seen in concert"
Taylor Vick,"folk, indie pop, USA, indie folk, folk pop"
Jealous of the Birds,"singer-songwriter, folk, indie folk, indie, irish, indie pop, indie rock, UK, folk rock, folk pop, ireland, United Kingdom, northern ireland, Norhtern Ireland"
Lisa Hannigan,"folk, female vocalists, singer-songwriter, irish, acoustic, seen live, indie, indie folk, female vocalist, alternative, ireland, lisa hannigan, indie pop, female, pop, soul, amazing voices, LastfmSC, Mellow, folk pop, chillout, beautiful, amazing, folk rock, great voice, Electric Picnic 2008, easy listening, Awesome, songwriter, melancholy, melancholic, 00s, singer-songwriters, female singer-songwriter, indie rock, favorites, Love, romantic, lovely, damien rice, good times"
Picket Palace,"indie, indie rock, australian, australia, melbourne, art punk"
Daughter of Swords,"folk, USA, indie folk, North Carolina"
Coconut Records,"indie, indie pop, alternative, indie rock, pop, singer-songwriter, rock, american, California, jason schwartzman, folk, male vocalists, coconut records, los angeles, acoustic, love at first listen, alternative rock, soft, alternative pop, want to see live, baroque pop, Mellow, 00s, actor-musician, USA, pop rock, catchy, cute, summer, folk rock, jason schwartzman coconut records"
Sjowgren,"indie pop, indie, folk, pop, indie rock, american, indie folk, female vocalists, Lo-Fi, 4, san francisco, 2010s, bedroom pop, under 50 listeners, 2020s, yandex music"
High Highs,"dream pop, indie, indie pop, acoustic, american, seen live, new york, chillwave, folk, ambient, indie rock, downtempo, USA, pop rock, australian, folk rock, High Highs, electronic, male, pop, chill, sad, Lo-Fi, folk-pop, ambient pop, shoegaze, new, australia, good, male vocalists, warm, check out, What, New York City, 2014, potential, All, BIRP, done, aus, North American, new york city NY, listen more in 2014, radiated sounds, 2013s discoveries"
Rina Sawayama,"pop, rnb, electropop, japanese, seen live, alternative, female vocalists, british, electronic, pop rock, rock, dance-pop, Nu Metal, alternative rnb, synthpop, alternative rock, alternative metal, japan, contemporary rnb, future house, alternative pop, indie pop, UK, noise pop, art pop, lgbt, 2020s, metal, adult contemporary, female vocalist, queer, dance pop, electro-pop, Garage House, city pop, lgbtq, soul, indie rock, power pop, dance, favorites, acoustic, Fusion, House, indietronica, london, quirky, late night, r&b, explosive, introspective, Mellow, nostalgic, ethereal, euphoric, Confident, Confrontational, Provocative, Uncompromising, Wry, dramatic, introspection, hypnotic, fun, crossover, Uplifting, sophisticated, western, j-pop, 5 Stars, english, Playful, freedom, nostalgia, youth, synth-pop, meh, 2010s, glitch pop, Protest, nocturnal, Faves, mother, funky house, family, Rebellious, United Kingdom, imagination, wistful, positive, witty, awareness, empowerment, Glam Metal, cathartic, All, britain, nu-disco, stylish, artpop"
The Dodos,"folk, indie, seen live, indie folk, acoustic, indie pop, indie rock, american, san francisco, alternative, experimental, freak folk, Lo-Fi, psychedelic, rock, California, folk rock, psychedelic folk, folk pop, 00s, pop, alternative pop, USA, alternative rock, daytrotter, The Dodos, baroque pop, psych folk, singer-songwriter, male vocalists, rhythmic, chill, New Weird America, Dodos"
Melissa Laveaux,"folk, soul, jazz, female vocalists, blues, Canadian, indie, experimental, world, seen live, alternative, singer-songwriter, canada, Haitian, french, vocal, jazz vocal, piano, acoustic, Fusion, guitar, nu soul, r&b, roots, old school, World Music, indie folk, montreal, underrated, 00s, Female Voices, 10s, South American, lute, haiti, caribbean, acoustic blues, list, primeurs de massy 2008, french soul, North American, sweet soulmusic, melissa laveaux, Recommendations Artist,  blues,  female vocalists, pop&co, ma vie de roadie"
Life in Film,"indie rock, british, alternative, indie, seen live, london, rock, folk, Pop-Rock, UK, hackney, male, indie pop, pop rock, post-punk, england, download, seenlive, to listen, wanted, Post-punk revival, gitarre, Melancholisch, uk indie, Britisch, party indie, a long red glare, Blissfields Festival 2009, Konzerte Hamburg, for chris"
Gracie Abrams,"seen live, pop, indie pop, indie, female vocalists, singer-songwriter, overrated, boring, racist, nepo baby, country, USA, american, country pop, shit, want to see live, mid, pedophile, dariuscore, folk, piano, acoustic, dream pop, female vocalist, folk pop, los angeles, Trash, garbage, mother, Gracie, united states of america, peter, bland, no talent, bedroom pop, alt-pop, generic, unoriginal, talentless, l, paedophile, female guitarists, FLOP, nepotism, over 1 million listeners, noise pollution, 2020s, thinspo, ten million plays, sticky situation, industry plant, alt z, 4-25, TSSWU, favs 🫧, nepobaby, nepo pop"
Pacific Air,"indie pop, indie, dream pop, electronic, Surf, pop, american, alternative, indie rock, USA, California, surf rock, All, surf pop, electronica, rock, synthpop, male vocalists, los angeles, Dream, United States, mfnw 2013, Avant Pop, dream-pop, done, noisetrade, Ko-Ko, cores coloridas, katyapokazala, ulubleni"
TWIN XL,"alternative, indie, pop, USA"
Ball Park Music,"indie pop, australian, indie, seen live, indie rock, Unearthed, Aussie, pop, rock, piano, Brisbane, All, triple j, alternative, alternative rock, female vocalists, pop rock, psychedelic pop, Psychedelic Rock, australia, male vocalists, 4, check out, 10s, swearing, saw live, sxsw 2015, merken, ateaseweb, tribute iv, spotify, triple j unearthed, gilbert, jjj, fps, Hear later, gilbert linley, Seen live baby, troubles dont exist, austernative, yandex music"
