Artist,Tags
Ezra Bell,"folk, indie, indie rock, Alternative Folk, portland"
Charmpit,"indie pop, indie rock, twee, pop punk, diy"
Chastity,"shoegaze, Grunge, post-hardcore, hard rock, seen live"
Cullah,"rock, blues, seen live, pop, singer-songwriter"
English Teacher,"post-punk, indie rock, Crank wave, seen live, art punk"
Andrew Rose Gregory,"Alt-country, alt-folk, folk, nsfw show"
flor,"indie, seen live, indie pop, alternative, pop"
The Backseat Lovers,"indie rock, seen live, rock, alternative, alternative rock"
Cordae,"rap, trap, Hip-Hop, jazz rap, hip hop"
HAIM,"indie pop, indie, seen live, female vocalists, indie rock"
Christian Leave,"alternative, indie pop, oklahoma, pop, rock"
Grace Cummings,"folk, seen live, singer-songwriter, australian, australia"
Nathaniel Rateliff & The Night Sweats,"seen live, soul, blues rock, rock, USA"
EARTHGANG,"Hip-Hop, rap, hip hop, jazz rap, Conscious Hip Hop"
Brian Damage,"indie rock, synthesizer, Columbus, clean demon"
Jake Bugg,"folk, british, indie, singer-songwriter, seen live"
Hippo Campus,"indie pop, indie rock, indie, seen live, pop"
Elton Aura,"Hip-Hop, indie, jazz, rap, experimental"
Uwade,"seen live, indie, pop, indie pop, USA"
Leith Ross,"folk, seen live, indie pop, singer-songwriter, acoustic"
Lott,
Bas,"rap, hip hop, Hip-Hop, jazz rap, reggae"
CLOVES,"electronic, pop, indie, australian, seen live"
Gabriel Kahane,"folk, singer-songwriter, Classical, USA, Vocal Music"
U.S. Royalty,"indie, rock, alternative rock, indie rock, seen live"
Twenty One Pilots,"electronic, alternative, indie pop, indie, seen live"
You Won't,"indie, folk, seen live, electronic, folk pop"
The Brinks,"indie, alternative, Lo-Fi, chill, psychedelic"
The Daredevil Christopher Wright,"seen live, indie pop, indie, wisconsin, Eau Claire"
Junip,"seen live, indie, folk, swedish, acoustic"
Karim Ouellet,"indie, soul, funk, Hip-Hop, seen live"
Hembree,"indie, pop, rock, seen live, alternative"
Jacob Banks,"soul, seen live, indie, rnb, pop"
hard life,"pop, indie pop, seen live, hip hop, funk"
The Five Stairsteps,"soul, funk, northern soul, oldies, rhythm and blues"
Haux,"folk, indie, singer-songwriter, indie folk, electronic"
Jesiah,
Karen O,"indie, female vocalists, alternative, female vocalist, electronic"
Júníus Meyvant,"singer-songwriter, icelandic, folk, seen live, chamber pop"
Harmony,"Power metal, Progressive metal, christian metal, melodic metal, metal"
Penelope Antena,Belgium
Pretenders,"rock, new wave, 80s, female vocalists, classic rock"
Coasts,"indie, indie pop, alternative, indie rock, seen live"
Lady Lamb,"folk, seen live, female vocalists, singer-songwriter, indie rock"
Kyle Morton,"seen live, folk, USA"
Collapsing Stars,"rock, folk, USA, americana, folk rock"
Breathe Owl Breathe,"folk, indie, seen live, Michigan, acoustic"
Aaron Embry,"folk, indie, singer-songwriter, piano, California"
Will Joseph Cook,"indie pop, seen live, indie, british, indie rock"
The Neighbourhood,"indie, indie rock, indie pop, rock, seen live"
Santigold,"electronic, indie, seen live, alternative, dub"
Wilhelm Tell Me,"indie, electronic, seen live, german, electro"
James Blake,"electronic, dubstep, experimental, downtempo, seen live"
Tunde Olaniran,"trap, Hip-Hop, soul, rap, experimental"
Whoa Dakota,"singer-songwriter, indie, pop, rock, female vocalists"
Fellow Kinsman,"indie, alternative, indie rock, blues, folk rock"
Sara Kays,"indie pop, indie, pop, female vocalists, acoustic"
the bird and the bee,"indie, female vocalists, electronic, indie pop, chillout"
Maribou State,"ambient, electronic, future garage, dubstep, seen live"
Penny Roox,dutch
GYNR,
Anthony Green,"indie, acoustic, experimental, anthony green, god"
Donna Lewis,"pop, female vocalists, singer-songwriter, 90s, welsh"
Sam Dew,"seen live, Hip-Hop, USA, rnb, chicago"
Sara Bareilles,"female vocalists, pop, singer-songwriter, piano, acoustic"
Cassie,"rnb, female vocalists, pop, Hip-Hop, dance"
Carly Bannister,"indie, female vocalists, singer-songwriter, spotify"
Baby Boys,"schildknaapswag, indie, indie pop, indie rock, USA"
Bear Hare,"folk, indie rock, folk rock, indie folk"
Elayna Boynton,soul
CooBee Coo,"indie rock, USA, pop rock, Funk Rock"
Moira Bren,
Troi Irons,"indie, indie pop, female vocalists, pop, rock"
Jen Cloher,"australian, indie, singer-songwriter, seen live, female vocalists"
Way Yes,"indie, Ohio, Columbus, pop, indie rock"
Wildcat! Wildcat!,"electropop, indie pop, indie, experimental, pop"
Mutual Benefit,"folk, Lo-Fi, seen live, indie, BIRP"
The Palms,"indie rock, indie, rock, alternative, indie pop"
DMA'S,"indie rock, seen live, rock, australian, britpop"
Boom Forest,"seen live, indie, folk, USA, under 2000 listeners"
Orson Wilds,"indie pop, indie rock, Canadian"
Duckwrth,"rap, Hip-Hop, funk, american, trap"
Hilang Child,"indie pop, alternative rock, ambient, indie rock, downtempo"
Barry Gibb,"classic rock, pop, singer-songwriter, Bee Gees, Brothers Gibb"
Bell X1,"irish, indie, seen live, indie rock, alternative"
Kara Jackson,"singer-songwriter, folk, contemporary folk, seen live, female vocalists"
Grian Chatten,"folk, singer-songwriter, ireland, rock, indie rock"
The Beaches,"indie rock, rock, indie, seen live, canada"
Teriyaki Boyz,"Hip-Hop, japanese, rap, japanese hip-hop, hip hop"
Kid Cudi,"Hip-Hop, rap, alternative rap, hip hop, House"
Cal Rifkin,"power pop, indie rock, indie, emo, indie pop"
Ryan Gosling,"singer-songwriter, please let me lick you, Canadian, actor, pop"
Lizzo,"seen live, Hip-Hop, rnb, pop, rap"
Anjimile,"indie pop, dream pop, indie folk, boston, indie"
Julie Byrne,"folk, singer-songwriter, indie folk, female vocalists, acoustic"
Ava Max,"pop, electropop, female vocalists, american, electronic"
GAYLE,"pop, female vocalists, USA, pop rock, seen live"
The Kid LAROI,"rap, emo rap, Hip-Hop, australian, pop"
Shannen Moser,"folk, Dreamy, freak folk, warm, female"
Chappell Roan,"pop, seen live, indie pop, synthpop, electropop"
Smoke DZA,"Hip-Hop, rap, underground hip-hop, hip hop, harlem"
Empire Of The Sun,"electronic, synthpop, australian, electronica, synth pop"
PNAU,"electronic, australian, dance, electro, electronica"
Sima Cunningham,"friend, under 2000 listeners, time, beyond, The"
This Is Lorelei,"indie pop, experimental, indie rock, Lo-Fi, noise pop"
Jana Mila,"acoustic, americana, dutch, singer songwriter, want to see live"
Joe Goddard,"electronic, synthpop, House, techno, electronica"
KAYTRAMINÉ,"electronic, soul, rnb, Hip-Hop, hip hop"
Joy Oladokun,"seen live, acoustic, singer-songwriter, pop, indie"
Easy Sleeper,
Downhaul,"emo, rock, indie rock, USA, midwest emo"
Zara Larsson,"pop, swedish, seen live, female vocalists, Sweden"
Is This Thing On,
Chemtrails,"indie, indie rock, indie pop, Lo-Fi, psychedelic"
L Devine,"pop, indie pop, electronic, electropop, indie"
Amy O,"folk, indie pop, indie rock, female vocalists, singer-songwriter"
Eliza McLamb,"singer-songwriter, indie folk, folk pop, indie, pop"
Stephanie Lambring,"acoustic, USA, americana, Female Voices, Played a WagonWheel show at The Grapes"
Kehlani,"rnb, soul, pop, seen live, Hip-Hop"
Don Michael Jr,"Hip-Hop, hardcore, rap, underground rap, underground hip-hop"
Purling Hiss,"psychedelic, Lo-Fi, Garage Rock, seen live, garage"
Brooke Bentham,"singer-songwriter, folk, seen live, indie, british"
Peter M,Hit internationaux
Logic,"Hip-Hop, rap, hip hop, biracial, electronic"
Rahill,"indie, folk, USA, psychedelic, 3"
A.C. the Ruler,
Rae Sremmurd,"Hip-Hop, rap, hip hop, trap, seen live"
annie hamilton,"rock, indie, indie rock, seen live, alternative"
Warm Human,"electronic, ambient, experimental, indie pop, synthpop"
Myles Smith,"folk, british, alternative, singer-songwriter, americana"
Cloudy June,"pop, german, female vocalists, electronic, cuba"
Empress Of,"seen live, dream pop, synthpop, electropop, electronic"
Sam Blasucci,"indie pop, american, discweekly"
June McDoom,"folk, singer-songwriter, seen live, vocal, american"
TOPS,"indie, indie pop, seen live, pop, soft rock"
Tianna Esperanza,"jazz, soul, jazz vocal, pop, female vocalists"
RØRY,"pop rock, seen live, pop, alternative rock, female vocalists"
Last Train,"seen live, french, rock, French rock, post-grunge"
Destroy Boys,"punk, Garage Punk, riot grrrl, seen live, rock"
Still House Plants,"experimental, Experimental Rock, art rock, free jazz, post-rock"
Shaboozey,"country, rap, Hip-Hop, pop, seen live"
Empty Country,"indie rock, indie, noise rock, folk rock, shoegaze"
Porches,"synthpop, seen live, electronic, indie, new york"
Photay,"ambient, electronic, experimental, chillwave, indie"
Aluna,"trance, dance, chillout, pop, world fusion"
I DONT KNOW HOW BUT THEY FOUND ME,"synthpop, indie pop, alternative rock, seen live, indie rock"
Will Butler,"indie rock, seen live, indie, Canadian, alternative"
Against All Logic,"electronic, House, deep house, techno, Deconstructed Club"
Greg Dulli,"alternative, rock, singer-songwriter, seen live, indie"
Nick Cave & The Bad Seeds,"post-punk, rock, alternative, singer-songwriter, alternative rock"
Beach Slang,"seen live, punk rock, punk, emo, pop punk"
Mk.gee,"electronic, indie, indie pop, Neo-Psychedelia, bedroom pop"
Sabrina Carpenter,"pop, indie pop, folk, alternative, pop rock"
Arooj Aftab,"jazz, pakistani, chamber folk, female vocalists, singer-songwriter"
Gruff Rhys,"indie, seen live, welsh, singer-songwriter, indie pop"
glass beach,"indie rock, power pop, emo, indietronica, art rock"
PACKS,"indie rock, seen live, indie pop, Garage Rock, rock"
Sleater-Kinney,"riot grrrl, indie rock, indie, female vocalists, rock"
Future Islands,"seen live, new wave, electronic, experimental, synthpop"
Kali Uchis,"rnb, Neo-Soul, soul, seen live, pop"
ScHoolboy Q,"Hip-Hop, rap, underground hip-hop, West Coast Rap, seen live"
Magdalena Bay,"synthpop, electropop, indie pop, dream pop, pop"
Rosali,"folk, singer-songwriter, indie rock, seen live, indie"
Ekko Astral,"noise rock, punk rock, seen live, punk, indie rock"
Chloe Slater,"indie pop, pop, british, alternative, singer-songwriter"
Olly Alexander (Years & Years),"pop, Eurovision, electronic, dance, indie"
Sam Moss,"folk, under 2000 listeners, experimental, USA, guitar"
HORSEBATH,"rock, country, canada, americana, Canadian"
Inhaler,"seen live, indie rock, indie, rock, alternative"
The Bird Calls,"folk, singer-songwriter, oh my goodness, indie rock, indie folk"
Lewis Watson,"acoustic, british, folk, indie, singer-songwriter"
Low Roar,"ambient, indie, folk, icelandic, alternative"
Shannon Wright,"singer-songwriter, female vocalists, indie, folk, indie rock"
Sleeper's Bell,"folk, indie rock, acoustic, Lo-Fi, american"
Ali Omar,"australian, world, trip hop"
Skeleten,"electronic, indie pop, experimental, synthpop, australian"
The Ocelots,"indie, pop, electroacoustic, under 2000 listeners"
Eugenia Choe,
Tom Speight,"singer-songwriter, seen live, indie, british, United Kingdom"
Matt Nathanson,"singer-songwriter, acoustic, indie, Acoustic Rock, rock"
suisside,emo rap
Telehealth,"post-punk, krautrock, indie rock, noise rock, USA"
Jack Garratt,"seen live, electronic, soul, british, indie"
Morgan Saint,"electronic, indie, pop, chill, experimental"
Jake Paleschic,
Last Days of Heaven,
The War And Treaty,"soul, country, blues, gospel, country soul"
Thala,"latin, pop, female vocalists, latin pop, spanish"
Bartees Strange,"seen live, indie rock, singer-songwriter, british, rock"
Winona Fighter,"pop punk, seen live, punk, female vocalists, USA"
Ron Pope,"acoustic, singer-songwriter, indie, piano, piano rock"
Gaiko,
The Velveteers,"indie rock, rock, Stoner Rock, Garage Rock, alternative"
Marinero,"indie rock, indie pop, psychedelic pop, psychedelic, Psychedelic Rock"
Art d'Ecco,"art rock, glam rock, post-punk, Canadian, indie pop"
Geoffrey O'Connor,"seen live, indie pop, electronic, pop, australian"
Vulture Feather,"post-punk, indie, vocal, rock, punk"
