Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin
See You Better Now,ILYSM,Wild Pink,2022-10-14,238293,14,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.607,0.832,2.0,-6.733,1.0,0.0269,0.0185,0.167,0.165,0.81,111.986,50.0,df_fav_albums
Simple Glyphs,ILYSM,Wild Pink,2022-10-14,244653,13,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.588,0.59,2.0,-6.766,1.0,0.0258,0.00659,0.503,0.297,0.521,99.051,50.0,df_fav_albums
War On Terror,ILYSM,Wild Pink,2022-10-14,320200,8,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.722,0.331,2.0,-12.774,1.0,0.0285,0.319,0.713,0.0954,0.506,108.213,50.0,df_fav_albums
Abducted At The Grief Retreat,ILYSM,Wild Pink,2022-10-14,278400,9,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.709,0.503,9.0,-12.965,1.0,0.0321,0.191,0.813,0.0805,0.672,136.046,50.0,df_fav_albums
St. Beater Camry,ILYSM,Wild Pink,2022-10-14,314213,9,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.679,0.109,2.0,-16.601,1.0,0.0349,0.721,0.0714,0.114,0.231,113.825,50.0,df_fav_albums
Hell Is Cold,ILYSM,Wild Pink,2022-10-14,158266,12,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.414,0.34,9.0,-13.102,1.0,0.0327,0.586,0.422,0.176,0.484,61.024,50.0,df_fav_albums
Cahooting The Multiverse,ILYSM,Wild Pink,2022-10-14,283373,13,"indie rock, indie, new york, american, pop, rock, alternative, indie pop, usa, americana",Royal Mountain Records,0.507,0.495,2.0,-10.975,1.0,0.0318,0.187,0.858,0.111,0.27,77.962,50.0,df_fav_albums
Curious,The Efferusphere,Big Wild,2022-09-09,265277,24,"electronic, hip-hop, glitch-hop, instrumental hip-hop, hip hop, ambient, usa, american, glitch hop, abstract hip-hop",Opposition,0.657,0.719,2.0,-6.269,1.0,0.049,0.0057,1.37e-05,0.125,0.495,96.04,50.0,df_fav_albums
Applause,The Efferusphere,Big Wild,2022-09-09,62346,11,"electronic, hip-hop, glitch-hop, instrumental hip-hop, hip hop, ambient, usa, american, glitch hop, abstract hip-hop",Opposition,0.568,0.826,1.0,-9.717,1.0,0.0414,0.00625,0.838,0.381,0.409,151.17,50.0,df_fav_albums
Something In The Water,The Efferusphere,Big Wild,2022-09-09,174567,13,"electronic, hip-hop, glitch-hop, instrumental hip-hop, hip hop, ambient, usa, american, glitch hop, abstract hip-hop",Opposition,0.685,0.562,6.0,-4.319,1.0,0.0369,0.00951,0.000185,0.0996,0.482,133.944,50.0,df_fav_albums
Lifetime Achievement,Lifetime Achievement,Loudon Wainwright III,2022-08-19,206057,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.405,0.212,7.0,-11.311,1.0,0.0314,0.401,0.0,0.103,0.326,133.628,50.0,df_fav_albums
I've Never Been In Love Before,Everything I Know About Love,Laufey,2022-08-26,222146,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.36,0.189,7.0,-10.845,1.0,0.0338,0.913,2.73e-06,0.0964,0.101,74.079,50.0,df_fav_albums
What Love Will Do to You,Everything I Know About Love,Laufey,2022-08-26,171253,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.405,0.218,1.0,-11.736,1.0,0.0587,0.94,1.59e-06,0.11,0.387,76.062,50.0,df_fav_albums
Dear Soulmate,Everything I Know About Love,Laufey,2022-08-26,260026,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.285,0.118,11.0,-16.234,1.0,0.0363,0.95,1.39e-05,0.105,0.219,178.44,50.0,df_fav_albums
Above The Chinese Restaurant,Everything I Know About Love,Laufey,2022-08-26,223173,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.273,0.291,2.0,-13.633,1.0,0.0422,0.84,0.00104,0.458,0.197,179.992,50.0,df_fav_albums
Valentine,Everything I Know About Love,Laufey,2022-08-26,168906,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.483,0.204,3.0,-13.065,1.0,0.0453,0.916,0.0,0.107,0.219,82.711,50.0,df_fav_albums
Beautiful Stranger,Everything I Know About Love,Laufey,2022-08-26,201266,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.61,0.231,1.0,-12.348,1.0,0.0374,0.895,6.4e-05,0.317,0.352,84.018,50.0,df_fav_albums
Fragile,Everything I Know About Love,Laufey,2022-08-26,241080,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.377,0.413,3.0,-12.441,1.0,0.0654,0.932,0.000187,0.229,0.317,149.632,50.0,df_fav_albums
Fun & Free,Lifetime Achievement,Loudon Wainwright III,2022-08-19,189844,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.651,0.145,5.0,-15.095,1.0,0.123,0.972,0.0,0.116,0.67,126.14,50.0,df_fav_albums
How Old is 75?,Lifetime Achievement,Loudon Wainwright III,2022-08-19,271825,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.494,0.199,9.0,-14.452,1.0,0.0459,0.924,0.0,0.21,0.419,140.618,50.0,df_fav_albums
Hat,Lifetime Achievement,Loudon Wainwright III,2022-08-19,238852,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.363,0.258,2.0,-13.222,1.0,0.0374,0.82,0.0,0.104,0.338,184.636,50.0,df_fav_albums
It,Lifetime Achievement,Loudon Wainwright III,2022-08-19,137852,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.721,0.132,11.0,-15.045,1.0,0.854,0.696,0.0,0.116,0.399,122.078,50.0,df_fav_albums
Island,Lifetime Achievement,Loudon Wainwright III,2022-08-19,247038,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.601,0.167,0.0,-14.957,1.0,0.0355,0.879,0.000122,0.114,0.197,112.922,50.0,df_fav_albums
Town & Country,Lifetime Achievement,Loudon Wainwright III,2022-08-19,256549,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.531,0.607,0.0,-8.983,1.0,0.0396,0.131,0.0,0.235,0.657,88.111,50.0,df_fav_albums
Back in Your Town,Lifetime Achievement,Loudon Wainwright III,2022-08-19,266882,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.563,0.269,2.0,-12.522,1.0,0.0386,0.649,4.63e-06,0.123,0.411,174.635,50.0,df_fav_albums
No Man's Land,Lifetime Achievement,Loudon Wainwright III,2022-08-19,136188,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.69,0.241,2.0,-11.227,1.0,0.0512,0.842,0.0,0.129,0.583,112.839,50.0,df_fav_albums
Little Piece of Me,Lifetime Achievement,Loudon Wainwright III,2022-08-19,207485,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.661,0.433,2.0,-9.58,1.0,0.0316,0.776,6.12e-06,0.211,0.909,104.831,50.0,df_fav_albums
Hell,Lifetime Achievement,Loudon Wainwright III,2022-08-19,218879,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.681,0.29,7.0,-10.763,1.0,0.0371,0.887,0.0,0.104,0.515,130.123,50.0,df_fav_albums
It Takes 2,Lifetime Achievement,Loudon Wainwright III,2022-08-19,294332,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.365,0.164,7.0,-13.568,1.0,0.0307,0.816,0.0,0.106,0.328,168.02,50.0,df_fav_albums
Just Like Chet,Everything I Know About Love,Laufey,2022-08-26,216453,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.368,0.137,2.0,-15.209,1.0,0.0497,0.979,0.000168,0.0943,0.441,82.365,50.0,df_fav_albums
Falling Behind,Everything I Know About Love,Laufey,2022-08-26,173640,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.463,0.352,7.0,-12.986,1.0,0.0916,0.942,0.0844,0.109,0.55,165.822,50.0,df_fav_albums
I Been,Lifetime Achievement,Loudon Wainwright III,2022-08-19,136923,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.45,0.409,2.0,-9.19,1.0,0.0467,0.567,0.0,0.164,0.58,187.487,50.0,df_fav_albums
it keeps on raining,can you see me?,MARO,2022-08-26,202673,29,"pop, portuguese, eurovision, jazz, portugal, eurovision 2022, indie, eurovision song contest, esc, esc 2022","SECCA Records, Distributed by Venice Music",0.638,0.466,3.0,-10.234,0.0,0.0435,0.707,0.000121,0.0945,0.415,136.01,50.0,df_fav_albums
when mama used to sing,can you see me?,MARO,2022-08-26,145573,25,"pop, portuguese, eurovision, jazz, portugal, eurovision 2022, indie, eurovision song contest, esc, esc 2022","SECCA Records, Distributed by Venice Music",0.236,0.148,2.0,-16.865,1.0,0.034,0.948,0.037,0.0849,0.141,65.343,50.0,df_fav_albums
Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane),The Forever Story,"JID,Ravyn Lenae,Eryn Allen Kane",2022-08-26,233077,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.56,0.647,1.0,-8.336,1.0,0.174,0.628,1.79e-06,0.102,0.224,120.321,50.0,df_fav_albums
Better Days (feat. Johnta Austin),The Forever Story,"JID,Johnta Austin",2022-08-26,254281,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.75,0.597,5.0,-7.398,1.0,0.326,0.301,6.92e-06,0.143,0.385,93.067,50.0,df_fav_albums
Just In Time (feat. Lil Wayne & Kenny Mason),The Forever Story,"JID,Kenny Mason,Lil Wayne",2022-08-26,207059,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.677,0.584,5.0,-7.922,1.0,0.359,0.00235,0.0,0.183,0.266,140.907,50.0,df_fav_albums
Stars (feat. Yasiin Bey),The Forever Story,"JID,Yasiin Bey",2022-08-26,258243,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.494,0.583,10.0,-10.506,0.0,0.289,0.433,1.39e-06,0.286,0.364,117.927,50.0,df_fav_albums
Can’t Make U Change (feat. Ari Lennox),The Forever Story,"JID,Ari Lennox",2022-08-26,288454,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.576,0.52,1.0,-8.249,1.0,0.249,0.125,1.84e-05,0.185,0.4,138.038,50.0,df_fav_albums
Bruddanem (feat. Lil Durk),The Forever Story,"JID,Lil Durk",2022-08-26,235423,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.765,0.501,4.0,-6.64,0.0,0.252,0.62,0.0,0.135,0.721,130.173,50.0,df_fav_albums
Hi,Everything I Know About Love,Laufey,2022-08-26,193573,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.369,0.113,7.0,-15.294,1.0,0.0584,0.967,1.04e-06,0.108,0.33,172.406,50.0,df_fav_albums
Kody Blu 31,The Forever Story,JID,2022-08-26,224629,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.571,0.724,4.0,-7.871,0.0,0.134,0.119,4.35e-06,0.423,0.528,76.014,50.0,df_fav_albums
Surround Sound (feat. 21 Savage & Baby Tate),The Forever Story,"JID,21 Savage,Baby Tate",2022-08-26,229938,30,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.574,0.567,7.0,-7.126,0.0,0.465,0.164,0.0,0.258,0.526,75.965,50.0,df_fav_albums
Can’t Punk Me (feat. EARTHGANG),The Forever Story,"JID,EARTHGANG",2022-08-26,203377,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.611,0.585,1.0,-5.923,1.0,0.53,0.193,0.0,0.103,0.674,82.64,50.0,df_fav_albums
Raydar,The Forever Story,JID,2022-08-26,204909,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.598,0.592,4.0,-7.607,0.0,0.381,0.0633,1.83e-06,0.1,0.471,156.903,50.0,df_fav_albums
Galaxy,The Forever Story,JID,2022-08-26,52041,0,"rap, hip-hop, hip hop, trap, conscious hip hop, jazz rap, american, rnb, atlanta, jid",Dreamville/Interscope,0.597,0.151,6.0,-14.481,1.0,0.526,0.894,2.07e-06,0.0776,0.382,139.616,50.0,df_fav_albums
Night Light,Everything I Know About Love,Laufey,2022-08-26,242186,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.404,0.302,3.0,-9.675,1.0,0.0281,0.947,0.000218,0.0906,0.168,98.102,50.0,df_fav_albums
Dance With You Tonight,Everything I Know About Love,Laufey,2022-08-26,158560,0,"female vocalist, jazz, pop, icelandic, soul, bossa nova, jazz pop, indie pop, traditional pop, romantic",Laufey,0.591,0.289,5.0,-8.932,1.0,0.038,0.933,7.62e-06,0.112,0.302,107.552,50.0,df_fav_albums
One Wish,Lifetime Achievement,Loudon Wainwright III,2022-08-19,135542,0,"folk, singer-songwriter, acoustic, american, folk rock, comedy, rock, country, north carolina, usa",StorySound Records,0.607,0.056,8.0,-17.28,1.0,0.455,0.878,0.0,0.143,0.292,130.818,50.0,df_fav_albums
Something Went Wrong,Happy Now,THICK,2022-08-19,161160,11,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.244,0.921,9.0,-4.35,1.0,0.0571,0.0408,0.000174,0.0767,0.399,103.957,50.0,df_fav_albums
Waiting Outside,The Efferusphere,Big Wild,2022-09-09,220418,27,"electronic, hip-hop, glitch-hop, instrumental hip-hop, hip hop, ambient, usa, american, glitch hop, abstract hip-hop",Opposition,0.69,0.744,6.0,-6.418,1.0,0.0998,0.146,0.000116,0.107,0.514,116.997,50.0,df_fav_albums
Burn All The Time Machines,Inhuman,Gordi,2022-08-19,170293,10,"female vocalist, indie pop, heavy metal, indie, pop, australian, australia, hard rock, singer-songwriter, serbian",Jagjaguwar,0.558,0.437,7.0,-8.402,1.0,0.0513,0.722,0.000373,0.105,0.329,89.533,50.0,df_fav_albums
Visitor,Inhuman,Gordi,2022-08-19,256480,2,"female vocalist, indie pop, heavy metal, indie, pop, australian, australia, hard rock, singer-songwriter, serbian",Jagjaguwar,0.324,0.52,2.0,-6.919,1.0,0.0279,0.766,0.000787,0.106,0.177,80.16,50.0,df_fav_albums
Stranger,Inhuman,Gordi,2022-08-19,189487,1,"female vocalist, indie pop, heavy metal, indie, pop, australian, australia, hard rock, singer-songwriter, serbian",Jagjaguwar,0.55,0.534,9.0,-7.641,1.0,0.0248,0.441,0.000405,0.208,0.349,103.01,50.0,df_fav_albums
Inhuman,Inhuman,Gordi,2022-08-19,222896,6,"female vocalist, indie pop, heavy metal, indie, pop, australian, australia, hard rock, singer-songwriter, serbian",Jagjaguwar,0.631,0.636,7.0,-8.967,1.0,0.0298,0.0523,0.00613,0.087,0.289,120.032,50.0,df_fav_albums
Out Of My Depth,Freakout/Release,Hot Chip,2022-08-19,234713,13,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.55,0.753,9.0,-7.025,1.0,0.0312,0.121,0.000709,0.175,0.437,135.021,50.0,df_fav_albums
Guilty,Freakout/Release,Hot Chip,2022-08-19,242659,14,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.705,0.798,2.0,-5.16,1.0,0.0327,0.139,0.0638,0.117,0.595,115.029,50.0,df_fav_albums
The Evil That Men Do,Freakout/Release,"Hot Chip,Cadence Weapon",2022-08-19,325296,15,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.6,0.772,9.0,-9.163,0.0,0.0852,0.317,0.000402,0.107,0.2,95.001,50.0,df_fav_albums
Time,Freakout/Release,Hot Chip,2022-08-19,275939,19,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.681,0.802,2.0,-7.458,0.0,0.0285,0.0302,0.43,0.112,0.615,127.016,50.0,df_fav_albums
97 Avalon,Infinitely Tall,Charlie Burg,2022-08-19,364333,28,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.758,0.491,11.0,-7.613,1.0,0.0425,0.181,0.000779,0.0663,0.532,109.99,50.0,df_fav_albums
Hard To Be Funky,Freakout/Release,"Hot Chip,Lou Hayter",2022-08-19,251318,16,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.843,0.603,10.0,-6.956,0.0,0.0329,0.172,0.00162,0.0806,0.871,102.026,50.0,df_fav_albums
Not Alone,Freakout/Release,Hot Chip,2022-08-19,272294,16,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.654,0.609,4.0,-9.467,1.0,0.0302,0.386,0.13,0.104,0.222,129.98,50.0,df_fav_albums
Broken,Freakout/Release,Hot Chip,2022-08-19,204545,25,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.662,0.814,10.0,-5.697,1.0,0.0333,0.00859,0.0017,0.252,0.317,109.973,50.0,df_fav_albums
Freakout/Release,Freakout/Release,Hot Chip,2022-08-19,197372,19,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.804,0.576,0.0,-6.283,0.0,0.0502,0.00795,0.013,0.0709,0.67,128.95,50.0,df_fav_albums
Eleanor,Freakout/Release,Hot Chip,2022-08-19,309895,27,"electronic, indie, electropop, electronica, electro, british, indietronica, pop, dance, indie rock",Domino Recording Co,0.655,0.76,7.0,-5.996,1.0,0.0446,0.00466,0.000146,0.179,0.726,127.019,50.0,df_fav_albums
CHOPPED IT UP w/ FAROUK,moMINTs,"Tobe Nwigwe,David Michael Wyatt",2022-08-07,226440,18,"rap, hip-hop, hip hop, texas, american, trap, nigerian, christian hip hop, southern hip-hop, houston rap",THE GOOD STEWARDS,0.491,0.542,3.0,-10.224,0.0,0.1,0.294,0.0,0.0737,0.537,86.111,50.0,df_fav_albums
MINI ME,moMINTs,"Tobe Nwigwe,Dame D.O.L.L.A,Fat Nwigwe",2022-08-07,167175,18,"rap, hip-hop, hip hop, texas, american, trap, nigerian, christian hip hop, southern hip-hop, houston rap",THE GOOD STEWARDS,0.588,0.587,7.0,-9.392,1.0,0.353,0.00917,0.0,0.312,0.636,179.754,50.0,df_fav_albums
BIG CAP,moMINTs,"Tobe Nwigwe,Fat Nwigwe",2022-08-07,189496,20,"rap, hip-hop, hip hop, texas, american, trap, nigerian, christian hip hop, southern hip-hop, houston rap",THE GOOD STEWARDS,0.785,0.635,1.0,-6.321,1.0,0.405,0.268,0.0,0.0633,0.676,145.086,50.0,df_fav_albums
The Haus Lives Forever,Infinitely Tall,Charlie Burg,2022-08-19,224320,16,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.592,0.479,0.0,-9.379,1.0,0.0419,0.824,0.00181,0.386,0.181,136.102,50.0,df_fav_albums
Chicago (Take It Or Leave It),Infinitely Tall,Charlie Burg,2022-08-19,192280,33,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.783,0.526,1.0,-5.971,0.0,0.0389,0.0928,0.0,0.133,0.57,84.064,50.0,df_fav_albums
Disappear,Happy Now,THICK,2022-08-19,198080,7,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.5,0.929,9.0,-2.503,1.0,0.0421,0.0103,0.00188,0.128,0.361,108.029,50.0,df_fav_albums
Wants & Needs,Happy Now,THICK,2022-08-19,234466,7,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.417,0.737,2.0,-4.763,1.0,0.0458,0.0142,1.9e-06,0.324,0.288,166.021,50.0,df_fav_albums
Montreal,Happy Now,THICK,2022-08-19,179280,6,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.521,0.752,4.0,-4.436,1.0,0.0348,0.000629,0.1,0.0872,0.559,94.513,50.0,df_fav_albums
Your Garden,Happy Now,THICK,2022-08-19,153773,7,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.365,0.938,3.0,-4.716,1.0,0.0413,0.00533,0.00101,0.367,0.557,173.977,50.0,df_fav_albums
Her Chapstick,Happy Now,THICK,2022-08-19,193053,9,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.217,0.788,4.0,-2.742,1.0,0.0448,5.75e-05,0.0,0.362,0.422,117.493,50.0,df_fav_albums
Tell Myself,Happy Now,THICK,2022-08-19,149720,11,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.518,0.808,2.0,-5.946,1.0,0.034,0.0144,3.31e-06,0.118,0.649,177.925,50.0,df_fav_albums
Happiness,Happy Now,THICK,2022-08-19,139866,18,"female vocalist, indie rock, punk rock, rock, pop punk, indie, 70s, punk, alternative rock, new york",Epitaph,0.573,0.94,11.0,-4.079,0.0,0.0373,0.000605,0.00576,0.412,0.549,97.984,50.0,df_fav_albums
Belarusian Baby,Infinitely Tall,Charlie Burg,2022-08-19,185573,13,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.723,0.583,9.0,-9.286,1.0,0.0397,0.255,0.00645,0.135,0.409,128.017,50.0,df_fav_albums
Summer Moon,Infinitely Tall,Charlie Burg,2022-08-19,232813,24,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.687,0.385,0.0,-12.306,0.0,0.0498,0.689,0.273,0.0913,0.314,140.055,50.0,df_fav_albums
Callback,Infinitely Tall,Charlie Burg,2022-08-19,183560,24,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.593,0.527,11.0,-8.317,0.0,0.157,0.327,0.000571,0.148,0.61,133.805,50.0,df_fav_albums
Gold Sounds 3am,Infinitely Tall,Charlie Burg,2022-08-19,272586,16,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.75,0.565,9.0,-6.093,0.0,0.0275,0.191,0.000798,0.403,0.412,104.009,50.0,df_fav_albums
Blue Wave Blues,Infinitely Tall,Charlie Burg,2022-08-19,294826,14,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.407,0.616,1.0,-6.141,1.0,0.148,0.766,1.84e-05,0.134,0.443,82.957,50.0,df_fav_albums
Your Friends Not Mine - Haus Version,Infinitely Tall,Charlie Burg,2022-08-19,216360,15,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.635,0.783,7.0,-5.407,1.0,0.0606,0.00875,2.16e-05,0.211,0.909,151.963,50.0,df_fav_albums
Ooh! Sumthin' New,Infinitely Tall,Charlie Burg,2022-08-19,285746,13,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.679,0.812,0.0,-5.712,1.0,0.06,0.0571,0.00485,0.327,0.766,139.025,50.0,df_fav_albums
Break The Rhythm,Infinitely Tall,Charlie Burg,2022-08-19,230826,20,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.563,0.479,5.0,-7.357,1.0,0.0388,0.257,0.0191,0.112,0.339,177.828,50.0,df_fav_albums
The Five-Month Song,Infinitely Tall,Charlie Burg,2022-08-19,182466,19,"singer-songwriter, rnb, soul, indie, usa",FADER Label,0.512,0.251,9.0,-16.534,1.0,0.174,0.917,3.52e-05,0.58,0.365,135.866,50.0,df_fav_albums
never been so sure,can you see me?,MARO,2022-08-26,204490,29,"pop, portuguese, eurovision, jazz, portugal, eurovision 2022, indie, eurovision song contest, esc, esc 2022","SECCA Records, Distributed by Venice Music",0.794,0.576,5.0,-10.014,0.0,0.0571,0.259,0.00923,0.106,0.76,147.987,50.0,df_fav_albums
this view's deceiving,can you see me?,MARO,2022-08-26,222097,23,"pop, portuguese, eurovision, jazz, portugal, eurovision 2022, indie, eurovision song contest, esc, esc 2022","SECCA Records, Distributed by Venice Music",0.53,0.273,5.0,-13.993,0.0,0.0408,0.741,2.98e-05,0.147,0.339,79.945,50.0,df_fav_albums
when all there is is thunder,can you see me?,MARO,2022-08-26,242160,23,"pop, portuguese, eurovision, jazz, portugal, eurovision 2022, indie, eurovision song contest, esc, esc 2022","SECCA Records, Distributed by Venice Music",0.469,0.454,5.0,-11.453,0.0,0.0409,0.507,0.0119,0.262,0.348,147.725,50.0,df_fav_albums
Really Really,LOUIE,Kenny Beats,2022-08-31,108373,27,"beats, the police, hip-hop, electronic, hip hop, instrumental hip-hop, instrumental, rap, american, producer",XL Recordings,0.824,0.85,1.0,-6.147,1.0,0.123,0.000348,0.734,0.286,0.681,96.997,50.0,df_fav_albums
The Winds,Theresa,The Front Bottoms,2022-09-02,214880,27,"acoustic, folk, indie, indie rock, pop-punk, emo, folk punk, pop punk, rock, folk rock",Fueled By Ramen,0.638,0.913,10.0,-4.398,1.0,0.0463,0.00194,0.000148,0.249,0.42,123.968,50.0,df_fav_albums
The Supply of Power,Theresa,The Front Bottoms,2022-09-02,202613,27,"acoustic, folk, indie, indie rock, pop-punk, emo, folk punk, pop punk, rock, folk rock",Fueled By Ramen,0.541,0.864,6.0,-4.267,1.0,0.0618,0.00367,1.62e-06,0.233,0.368,112.934,50.0,df_fav_albums
Hello World,Theresa,The Front Bottoms,2022-09-02,271013,27,"acoustic, folk, indie, indie rock, pop-punk, emo, folk punk, pop punk, rock, folk rock",Fueled By Ramen,0.68,0.792,9.0,-4.288,1.0,0.0327,0.248,8.38e-05,0.0835,0.264,118.998,50.0,df_fav_albums
The Bongo Song,Theresa,The Front Bottoms,2022-09-02,174173,33,"acoustic, folk, indie, indie rock, pop-punk, emo, folk punk, pop punk, rock, folk rock",Fueled By Ramen,0.687,0.854,2.0,-4.787,1.0,0.041,0.0383,0.00127,0.125,0.88,140.052,50.0,df_fav_albums
Hot Hand,LOUIE,Kenny Beats,2022-08-31,157333,27,"beats, the police, hip-hop, electronic, hip hop, instrumental hip-hop, instrumental, rap, american, producer",XL Recordings,0.787,0.727,6.0,-5.884,0.0,0.0544,0.2,0.87,0.116,0.917,130.94,50.0,df_fav_albums
